GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 18 years:,Margin of Error; Male: - Under 18 years:,Estimate; Male: - Under 18 years: - Native,Margin of Error; Male: - Under 18 years: - Native,Estimate; Male: - Under 18 years: - Foreign born:,Margin of Error; Male: - Under 18 years: - Foreign born:,Estimate; Male: - Under 18 years: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Male: - Under 18 years: - Foreign born: - Naturalized U.S. citizen,Estimate; Male: - Under 18 years: - Foreign born: - Not a U.S. citizen,Margin of Error; Male: - Under 18 years: - Foreign born: - Not a U.S. citizen,Estimate; Male: - 18 years and over:,Margin of Error; Male: - 18 years and over:,Estimate; Male: - 18 years and over: - Native,Margin of Error; Male: - 18 years and over: - Native,Estimate; Male: - 18 years and over: - Foreign born:,Margin of Error; Male: - 18 years and over: - Foreign born:,Estimate; Male: - 18 years and over: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Male: - 18 years and over: - Foreign born: - Naturalized U.S. citizen,Estimate; Male: - 18 years and over: - Foreign born: - Not a U.S. citizen,Margin of Error; Male: - 18 years and over: - Foreign born: - Not a U.S. citizen,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 18 years:,Margin of Error; Female: - Under 18 years:,Estimate; Female: - Under 18 years: - Native,Margin of Error; Female: - Under 18 years: - Native,Estimate; Female: - Under 18 years: - Foreign born:,Margin of Error; Female: - Under 18 years: - Foreign born:,Estimate; Female: - Under 18 years: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Female: - Under 18 years: - Foreign born: - Naturalized U.S. citizen,Estimate; Female: - Under 18 years: - Foreign born: - Not a U.S. citizen,Margin of Error; Female: - Under 18 years: - Foreign born: - Not a U.S. citizen,Estimate; Female: - 18 years and over:,Margin of Error; Female: - 18 years and over:,Estimate; Female: - 18 years and over: - Native,Margin of Error; Female: - 18 years and over: - Native,Estimate; Female: - 18 years and over: - Foreign born:,Margin of Error; Female: - 18 years and over: - Foreign born:,Estimate; Female: - 18 years and over: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Female: - 18 years and over: - Foreign born: - Naturalized U.S. citizen,Estimate; Female: - 18 years and over: - Foreign born: - Not a U.S. citizen,Margin of Error; Female: - 18 years and over: - Foreign born: - Not a U.S. citizen
8600000US78586,78586,ZCTA5 78586,56086,1779,27015,1221,9571,795,9142,800,429,164,8,13,421,161,17444,831,12389,942,5055,689,1177,239,3878,628,29071,1171,8716,756,8215,781,501,361,0,31,501,361,20355,895,13993,818,6362,753,1942,385,4420,611
8600000US78588,78588,ZCTA5 78588,198,109,125,67,37,30,37,30,0,13,0,13,0,13,88,53,81,51,7,13,0,13,7,13,73,44,6,9,6,9,0,13,0,13,0,13,67,39,61,35,6,10,0,13,6,10
8600000US78589,78589,ZCTA5 78589,40709,1036,19664,900,6696,630,6266,544,430,206,0,28,430,206,12968,775,8134,687,4834,587,1483,330,3351,552,21045,842,6721,602,6350,599,371,177,0,28,371,177,14324,628,8472,654,5852,536,1654,293,4198,423
8600000US78590,78590,ZCTA5 78590,288,126,134,59,42,35,26,24,16,25,0,13,16,25,92,39,63,36,29,19,8,9,21,17,154,70,42,29,34,25,8,14,0,13,8,14,112,47,75,43,37,26,15,13,22,19
8600000US78591,78591,ZCTA5 78591,285,152,134,60,35,29,35,29,0,13,0,13,0,13,99,40,80,33,19,20,0,13,19,20,151,98,28,25,28,25,0,13,0,13,0,13,123,81,98,65,25,22,9,14,16,17
8600000US78592,78592,ZCTA5 78592,936,239,414,112,99,57,89,48,10,15,0,13,10,15,315,92,204,77,111,62,69,38,42,37,522,150,199,93,194,93,5,8,0,13,5,8,323,84,212,68,111,51,79,43,32,24
8600000US78593,78593,ZCTA5 78593,6114,1083,3091,633,1101,334,1101,334,0,19,0,19,0,19,1990,414,1646,401,344,116,110,61,234,95,3023,581,804,322,804,322,0,19,0,19,0,19,2219,372,1720,391,499,114,161,89,338,116
8600000US78594,78594,ZCTA5 78594,1632,359,697,199,230,118,213,119,17,21,0,13,17,21,467,155,339,133,128,56,72,46,56,43,935,217,219,114,200,120,19,22,0,13,19,22,716,162,412,127,304,119,87,81,217,83
8600000US78595,78595,ZCTA5 78595,6330,930,2817,528,1073,333,1019,336,54,73,0,19,54,73,1744,270,737,183,1007,237,307,96,700,209,3513,480,1287,445,1264,451,23,36,0,19,23,36,2226,281,1005,224,1221,216,281,110,940,200
8600000US78596,78596,ZCTA5 78596,65013,2206,32104,1453,11076,1020,10871,1034,205,106,118,88,87,55,21028,907,14563,875,6465,654,2035,340,4430,517,32909,1494,10332,975,9972,952,360,171,37,39,323,176,22577,914,15022,799,7555,690,2142,339,5413,600
8600000US78597,78597,ZCTA5 78597,2856,16,1408,157,162,112,148,112,14,21,0,13,14,21,1246,141,1047,165,199,128,63,78,136,107,1448,157,92,91,77,90,15,24,0,13,15,24,1356,200,1085,206,271,140,68,89,203,123
8600000US78598,78598,ZCTA5 78598,95,55,37,25,0,13,0,13,0,13,0,13,0,13,37,25,37,25,0,13,0,13,0,13,58,33,0,13,0,13,0,13,0,13,0,13,58,33,43,29,15,24,15,24,0,13
8600000US78602,78602,ZCTA5 78602,28027,1727,14856,993,3571,541,3500,517,71,106,0,25,71,106,11285,646,10210,619,1075,302,313,134,762,282,13171,924,3047,560,2961,518,86,130,0,25,86,130,10124,595,8995,611,1129,308,228,123,901,301
8600000US78605,78605,ZCTA5 78605,5955,903,3040,479,508,192,508,192,0,19,0,19,0,19,2532,418,2347,400,185,115,57,80,128,85,2915,505,761,249,728,244,33,54,33,54,0,19,2154,360,1997,321,157,126,46,59,111,106
8600000US78606,78606,ZCTA5 78606,5552,451,2753,279,567,118,508,106,59,66,38,55,21,35,2186,235,1926,214,260,106,68,47,192,104,2799,253,437,102,437,102,0,19,0,19,0,19,2362,213,2085,204,277,105,114,77,163,94
8600000US78607,78607,ZCTA5 78607,77,54,47,48,0,13,0,13,0,13,0,13,0,13,47,48,47,48,0,13,0,13,0,13,30,24,0,13,0,13,0,13,0,13,0,13,30,24,30,24,0,13,0,13,0,13
8600000US78608,78608,ZCTA5 78608,387,196,213,113,43,62,43,62,0,13,0,13,0,13,170,81,170,81,0,13,0,13,0,13,174,98,0,13,0,13,0,13,0,13,0,13,174,98,174,98,0,13,0,13,0,13
8600000US78609,78609,ZCTA5 78609,1948,303,974,177,93,51,93,51,0,13,0,13,0,13,881,154,874,153,7,12,7,12,0,13,974,153,92,46,92,46,0,13,0,13,0,13,882,138,855,142,27,24,13,14,14,18
8600000US78610,78610,ZCTA5 78610,32692,1183,16235,928,4404,526,4330,537,74,105,0,28,74,105,11831,654,10583,663,1248,302,272,107,976,295,16457,773,4316,402,4209,388,107,119,1,2,106,119,12141,602,10777,662,1364,277,617,176,747,243
8600000US78611,78611,ZCTA5 78611,13016,791,6486,541,1538,317,1466,361,72,126,71,126,1,3,4948,457,4738,495,210,123,63,55,147,120,6530,549,1407,307,1407,307,0,21,0,21,0,21,5123,443,4842,456,281,153,171,120,110,91
8600000US78612,78612,ZCTA5 78612,12484,1813,6442,1144,2046,620,1935,578,111,102,0,21,111,102,4396,671,3501,589,895,345,192,166,703,298,6042,851,1551,452,1524,450,27,40,27,40,0,21,4491,614,3621,589,870,276,169,113,701,224
8600000US78613,78613,ZCTA5 78613,77779,1181,38296,1086,11794,693,11297,699,497,178,196,121,301,127,26502,851,22015,922,4487,433,2337,321,2150,410,39483,899,11368,661,10915,629,453,182,200,106,253,134,28115,713,23837,814,4278,474,2448,335,1830,327
8600000US78614,78614,ZCTA5 78614,556,172,320,112,81,58,81,58,0,13,0,13,0,13,239,75,232,72,7,11,0,13,7,11,236,79,24,22,24,22,0,13,0,13,0,13,212,69,206,70,6,9,0,13,6,9
8600000US78615,78615,ZCTA5 78615,931,208,500,128,94,58,94,58,0,13,0,13,0,13,406,94,375,86,31,29,11,14,20,26,431,108,49,23,49,23,0,13,0,13,0,13,382,100,363,92,19,19,10,14,9,14
8600000US78616,78616,ZCTA5 78616,7518,1098,3879,607,986,270,986,270,0,19,0,19,0,19,2893,474,2087,361,806,282,130,96,676,262,3639,605,1191,342,1191,342,0,19,0,19,0,19,2448,364,1999,336,449,164,55,40,394,163
8600000US78617,78617,ZCTA5 78617,27900,1541,14922,1005,4253,628,4065,634,188,114,8,12,180,110,10669,713,7358,647,3311,504,762,283,2549,415,12978,855,4657,577,4526,565,131,88,0,25,131,88,8321,614,5542,499,2779,520,928,305,1851,432
8600000US78618,78618,ZCTA5 78618,353,130,171,55,18,14,18,14,0,13,0,13,0,13,153,51,153,51,0,13,0,13,0,13,182,80,18,16,18,16,0,13,0,13,0,13,164,77,155,75,9,14,9,14,0,13
8600000US78619,78619,ZCTA5 78619,4124,594,2096,388,646,220,646,220,0,13,0,13,0,13,1450,257,1355,256,95,66,18,30,77,62,2028,297,559,158,559,158,0,13,0,13,0,13,1469,200,1263,195,206,110,67,63,139,96
8600000US78620,78620,ZCTA5 78620,15452,778,7852,499,2094,316,2045,318,49,49,0,21,49,49,5758,348,5169,345,589,214,147,95,442,180,7600,521,1921,265,1880,259,41,39,4,5,37,39,5679,391,5266,428,413,145,196,112,217,90
8600000US78621,78621,ZCTA5 78621,22261,1211,11152,823,3165,497,3011,470,154,94,35,41,119,83,7987,607,6471,533,1516,340,270,174,1246,293,11109,650,3142,472,3092,467,50,57,15,23,35,53,7967,500,6625,432,1342,310,204,95,1138,286
8600000US78622,78622,ZCTA5 78622,200,110,114,68,23,23,23,23,0,13,0,13,0,13,91,55,81,53,10,16,2,6,8,14,86,48,4,6,4,6,0,13,0,13,0,13,82,47,82,47,0,13,0,13,0,13
8600000US78623,78623,ZCTA5 78623,781,266,305,106,31,34,31,34,0,13,0,13,0,13,274,95,274,95,0,13,0,13,0,13,476,189,104,107,104,107,0,13,0,13,0,13,372,136,372,136,0,13,0,13,0,13
8600000US78624,78624,ZCTA5 78624,21687,484,10602,284,2340,173,2227,208,113,126,25,28,88,123,8262,254,7243,276,1019,225,402,151,617,231,11085,315,2057,184,1966,220,91,67,34,50,57,44,9028,255,8280,253,748,169,278,127,470,131
8600000US78626,78626,ZCTA5 78626,32529,1435,15166,872,3782,475,3661,470,121,153,0,28,121,153,11384,732,9481,667,1903,474,541,214,1362,357,17363,981,3965,447,3807,472,158,148,20,32,138,142,13398,775,11697,663,1701,530,541,173,1160,538
8600000US78628,78628,ZCTA5 78628,30322,1049,14948,617,3850,372,3815,374,35,43,10,18,25,40,11098,464,10414,473,684,181,358,147,326,118,15374,679,3021,358,2977,347,44,54,0,28,44,54,12353,532,11622,568,731,179,445,147,286,118
8600000US78629,78629,ZCTA5 78629,12341,556,6056,341,1699,203,1662,203,37,34,0,21,37,34,4357,214,3685,209,672,184,105,76,567,179,6285,310,1663,184,1603,177,60,73,0,21,60,73,4622,191,4059,199,563,148,179,73,384,126
8600000US78631,78631,ZCTA5 78631,2729,551,1242,227,269,117,229,115,40,56,0,13,40,56,973,201,788,169,185,113,101,61,84,70,1487,374,344,171,338,174,6,9,6,9,0,13,1143,250,1015,245,128,81,97,67,31,31
8600000US78632,78632,ZCTA5 78632,821,276,516,190,138,82,138,82,0,13,0,13,0,13,378,131,334,114,44,49,25,41,19,24,305,110,38,40,38,40,0,13,0,13,0,13,267,86,228,71,39,45,13,21,26,38
8600000US78633,78633,ZCTA5 78633,24727,869,11500,531,1369,243,1342,242,27,28,0,25,27,28,10131,455,9617,426,514,173,348,139,166,84,13227,584,1385,288,1332,253,53,56,9,15,44,53,11842,484,10986,487,856,223,548,166,308,132
8600000US78634,78634,ZCTA5 78634,29770,859,14413,749,4854,480,4804,486,50,55,24,37,26,40,9559,531,7959,485,1600,364,754,222,846,296,15357,661,4355,387,4318,378,37,44,25,39,12,21,11002,578,9639,537,1363,320,715,232,648,200
8600000US78635,78635,ZCTA5 78635,214,170,188,159,0,13,0,13,0,13,0,13,0,13,188,159,188,159,0,13,0,13,0,13,26,28,0,13,0,13,0,13,0,13,0,13,26,28,26,28,0,13,0,13,0,13
8600000US78636,78636,ZCTA5 78636,3882,471,1909,273,376,111,376,111,0,13,0,13,0,13,1533,235,1493,237,40,37,4,7,36,36,1973,277,347,109,308,113,39,62,0,13,39,62,1626,226,1573,225,53,37,36,31,17,22
8600000US78638,78638,ZCTA5 78638,2103,466,1000,201,243,102,243,102,0,13,0,13,0,13,757,146,748,145,9,13,9,13,0,13,1103,296,273,138,273,138,0,13,0,13,0,13,830,193,803,192,27,33,27,33,0,13
8600000US78639,78639,ZCTA5 78639,8046,572,3870,341,763,138,763,138,0,19,0,19,0,19,3107,291,2959,291,148,92,47,45,101,84,4176,346,696,161,696,161,0,19,0,19,0,19,3480,298,3278,292,202,129,111,83,91,96
8600000US78640,78640,ZCTA5 78640,52981,1392,26746,950,8966,625,8441,514,525,274,41,50,484,261,17780,666,14610,657,3170,538,797,275,2373,502,26235,967,7922,634,7587,619,335,175,15,17,320,172,18313,679,15431,677,2882,465,764,218,2118,447
8600000US78641,78641,ZCTA5 78641,60135,1424,30201,911,9480,624,9406,628,74,42,35,28,39,32,20721,720,18388,775,2333,381,1100,270,1233,288,29934,945,8355,530,8041,497,314,162,131,100,183,142,21579,789,18503,757,3076,527,1446,367,1630,322
8600000US78642,78642,ZCTA5 78642,11087,953,5272,491,1252,266,1252,266,0,21,0,21,0,21,4020,405,3841,380,179,90,73,48,106,81,5815,574,1776,290,1776,290,0,21,0,21,0,21,4039,446,3768,442,271,161,47,34,224,162
8600000US78643,78643,ZCTA5 78643,5901,365,2960,253,552,120,552,120,0,19,0,19,0,19,2408,215,2292,229,116,65,18,18,98,63,2941,235,504,128,496,129,8,12,8,12,0,19,2437,190,2343,195,94,62,14,20,80,61
8600000US78644,78644,ZCTA5 78644,18287,712,9270,464,2560,304,2397,332,163,109,134,100,29,39,6710,378,6108,364,602,174,219,85,383,127,9017,452,1926,281,1926,281,0,21,0,21,0,21,7091,316,6547,351,544,141,201,93,343,131
8600000US78645,78645,ZCTA5 78645,10705,502,5137,416,822,232,822,232,0,21,0,21,0,21,4315,372,4031,381,284,148,151,83,133,123,5568,325,930,245,930,245,0,21,0,21,0,21,4638,258,4303,269,335,141,153,69,182,109
8600000US78648,78648,ZCTA5 78648,7791,530,3791,367,1019,273,1019,273,0,19,0,19,0,19,2772,286,2371,263,401,217,71,112,330,188,4000,395,848,233,848,233,0,19,0,19,0,19,3152,295,2916,302,236,174,91,96,145,154
8600000US78650,78650,ZCTA5 78650,1663,365,756,176,171,84,150,69,21,25,0,13,21,25,585,135,497,109,88,55,19,23,69,53,907,212,233,100,233,100,0,13,0,13,0,13,674,152,555,138,119,75,14,24,105,64
8600000US78652,78652,ZCTA5 78652,4965,689,2422,465,374,132,374,132,0,13,0,13,0,13,2048,427,1887,414,161,111,102,97,59,49,2543,321,510,185,510,185,0,13,0,13,0,13,2033,257,1709,259,324,198,61,63,263,192
8600000US78653,78653,ZCTA5 78653,20822,1244,10350,793,3296,498,3082,466,214,144,28,39,186,138,7054,537,5404,526,1650,336,372,149,1278,311,10472,777,3320,483,3161,462,159,131,0,25,159,131,7152,595,5327,605,1825,397,479,166,1346,406
8600000US78654,78654,ZCTA5 78654,18488,810,8877,494,2092,359,2092,359,0,21,0,21,0,21,6785,407,6047,465,738,282,347,159,391,215,9611,650,1816,353,1810,355,6,18,6,18,0,21,7795,481,6975,521,820,348,311,214,509,321
8600000US78655,78655,ZCTA5 78655,3415,618,1630,297,423,137,421,136,2,7,0,13,2,7,1207,266,1001,211,206,127,21,28,185,126,1785,359,476,167,476,167,0,13,0,13,0,13,1309,236,1227,239,82,60,20,23,62,61
8600000US78656,78656,ZCTA5 78656,2513,583,1226,355,268,195,268,195,0,13,0,13,0,13,958,271,837,267,121,91,38,49,83,61,1287,356,360,229,338,225,22,34,0,13,22,34,927,182,861,179,66,63,48,60,18,26
8600000US78657,78657,ZCTA5 78657,5868,534,2735,317,331,137,331,137,0,19,0,19,0,19,2404,254,2294,258,110,52,35,26,75,48,3133,319,330,106,330,106,0,19,0,19,0,19,2803,279,2682,292,121,75,93,71,28,22
8600000US78659,78659,ZCTA5 78659,3136,780,1730,558,366,196,353,184,13,22,0,13,13,22,1364,462,1307,468,57,56,30,27,27,37,1406,365,337,207,337,207,0,13,0,13,0,13,1069,240,1012,240,57,54,21,26,36,40
8600000US78660,78660,ZCTA5 78660,85450,2167,41644,1596,12061,942,11313,919,748,297,158,114,590,258,29583,1307,22980,1103,6603,988,3335,682,3268,668,43806,1487,11660,801,10985,783,675,305,303,220,372,194,32146,1213,25296,1373,6850,819,3625,652,3225,639
8600000US78661,78661,ZCTA5 78661,416,182,278,142,63,44,63,44,0,13,0,13,0,13,215,109,208,110,7,12,0,13,7,12,138,57,18,19,18,19,0,13,0,13,0,13,120,51,120,51,0,13,0,13,0,13
8600000US78662,78662,ZCTA5 78662,2485,628,1060,331,257,134,257,134,0,13,0,13,0,13,803,265,750,255,53,50,29,32,24,40,1425,358,260,124,260,124,0,13,0,13,0,13,1165,345,1148,347,17,26,17,26,0,13
8600000US78663,78663,ZCTA5 78663,913,308,462,158,114,88,114,88,0,13,0,13,0,13,348,120,296,111,52,74,0,13,52,74,451,179,104,76,104,76,0,13,0,13,0,13,347,127,324,126,23,36,23,36,0,13
8600000US78664,78664,ZCTA5 78664,61361,1798,30254,1220,8867,743,8535,724,332,149,28,40,304,148,21387,1080,17263,941,4124,574,1575,349,2549,502,31107,1190,8695,750,8516,751,179,129,0,31,179,129,22412,852,17849,772,4563,462,1970,312,2593,430
8600000US78665,78665,ZCTA5 78665,46109,1555,22804,1062,7407,649,7232,641,175,93,56,51,119,78,15397,651,12759,669,2638,387,1477,252,1161,276,23305,890,6632,585,6425,561,207,128,62,48,145,109,16673,753,13694,759,2979,414,1669,293,1310,356
8600000US78666,78666,ZCTA5 78666,77355,1109,38420,995,6149,568,6074,576,75,54,16,32,59,45,32271,856,29300,949,2971,551,1014,307,1957,448,38935,1051,6188,641,6023,624,165,132,99,105,66,85,32747,872,30199,919,2548,413,1120,268,1428,375
8600000US78669,78669,ZCTA5 78669,11375,898,5182,483,1092,212,1065,215,27,33,22,32,5,8,4090,400,3857,383,233,116,185,103,48,52,6193,528,1583,267,1555,269,28,41,28,41,0,21,4610,391,4254,353,356,150,238,133,118,69
8600000US78670,78670,ZCTA5 78670,164,76,90,48,11,18,11,18,0,13,0,13,0,13,79,38,79,38,0,13,0,13,0,13,74,33,0,13,0,13,0,13,0,13,0,13,74,33,69,34,5,8,0,13,5,8
8600000US78671,78671,ZCTA5 78671,626,213,308,150,103,89,103,89,0,13,0,13,0,13,205,83,176,82,29,26,10,15,19,23,318,100,32,39,32,39,0,13,0,13,0,13,286,88,261,93,25,38,15,22,10,16
8600000US78672,78672,ZCTA5 78672,1248,257,656,149,47,52,47,52,0,13,0,13,0,13,609,129,601,128,8,14,8,14,0,13,592,148,84,72,84,72,0,13,0,13,0,13,508,113,508,113,0,13,0,13,0,13
8600000US78675,78675,ZCTA5 78675,384,219,236,156,29,45,29,45,0,13,0,13,0,13,207,127,181,105,26,42,0,13,26,42,148,70,0,13,0,13,0,13,0,13,0,13,148,70,124,62,24,38,24,38,0,13
8600000US78676,78676,ZCTA5 78676,13231,877,6707,507,1425,249,1418,250,7,11,0,21,7,11,5282,454,5095,442,187,91,117,80,70,47,6524,547,861,204,861,204,0,21,0,21,0,21,5663,466,5400,455,263,112,189,90,74,64
8600000US78677,78677,ZCTA5 78677,45,35,24,19,6,9,6,9,0,13,0,13,0,13,18,13,9,11,9,13,9,13,0,13,21,21,0,13,0,13,0,13,0,13,0,13,21,21,16,20,5,9,0,13,5,9
8600000US78681,78681,ZCTA5 78681,57234,1499,28693,1023,8942,649,8793,655,149,90,2,6,147,90,19751,714,16707,688,3044,430,1530,320,1514,318,28541,1008,8303,590,8128,602,175,99,10,16,165,102,20238,690,16564,641,3674,384,2121,335,1553,286
8600000US78701,78701,ZCTA5 78701,7875,637,4667,483,24,31,24,31,0,19,0,19,0,19,4643,485,4002,436,641,239,357,215,284,140,3208,430,77,69,64,66,13,21,13,21,0,19,3131,410,2781,373,350,122,218,78,132,98
8600000US78702,78702,ZCTA5 78702,22876,833,11643,605,2228,334,2072,331,156,121,21,22,135,118,9415,468,8051,452,1364,297,336,143,1028,239,11233,686,1904,338,1890,337,14,18,10,15,4,8,9329,547,7641,577,1688,324,630,198,1058,318
8600000US78703,78703,ZCTA5 78703,20788,741,10429,576,2063,216,1963,208,100,65,32,36,68,56,8366,528,7177,488,1189,260,263,106,926,259,10359,535,2048,278,2048,278,0,25,0,25,0,25,8311,450,7359,433,952,182,384,115,568,152
8600000US78704,78704,ZCTA5 78704,47158,1447,24489,1093,3623,474,3508,463,115,108,0,28,115,108,20866,949,18585,900,2281,445,691,164,1590,430,22669,946,3295,579,3106,571,189,103,21,33,168,106,19374,653,17311,635,2063,368,727,213,1336,336
8600000US78705,78705,ZCTA5 78705,33075,1804,15932,1016,391,126,364,126,27,29,0,28,27,29,15541,1018,13079,933,2462,432,977,284,1485,293,17143,1365,496,139,484,136,12,19,0,28,12,19,16647,1343,14615,1219,2032,424,548,182,1484,372
8600000US78712,78712,ZCTA5 78712,845,327,413,158,0,13,0,13,0,13,0,13,0,13,413,158,387,148,26,24,9,17,17,25,432,179,0,13,0,13,0,13,0,13,0,13,432,179,415,162,17,34,9,17,8,17
8600000US78717,78717,ZCTA5 78717,27764,1167,13511,736,4220,449,3791,386,429,230,66,53,363,230,9291,581,6797,476,2494,352,992,231,1502,296,14253,779,4268,447,3963,432,305,158,100,88,205,120,9985,619,6998,567,2987,364,1519,271,1468,268
8600000US78719,78719,ZCTA5 78719,2007,352,1015,173,277,104,209,70,68,64,0,13,68,64,738,149,528,132,210,80,53,50,157,72,992,206,257,95,257,95,0,13,0,13,0,13,735,155,543,154,192,80,28,37,164,77
8600000US78721,78721,ZCTA5 78721,12447,802,5885,525,1165,227,1120,228,45,43,0,21,45,43,4720,417,3801,396,919,179,183,75,736,177,6562,538,1345,295,1300,296,45,47,0,21,45,47,5217,396,4427,388,790,184,165,96,625,164
8600000US78722,78722,ZCTA5 78722,7254,508,3266,304,387,107,387,107,0,19,0,19,0,19,2879,286,2689,283,190,70,77,46,113,65,3988,372,667,136,660,136,7,11,7,11,0,19,3321,305,2960,297,361,106,193,85,168,77
8600000US78723,78723,ZCTA5 78723,33170,1406,16301,997,3720,474,3322,454,398,151,7,11,391,149,12581,782,9563,617,3018,558,305,109,2713,556,16869,740,4095,542,3782,498,313,150,16,25,297,147,12774,441,10457,486,2317,346,400,105,1917,329
8600000US78724,78724,ZCTA5 78724,24833,1561,12578,953,4616,587,4374,566,242,139,30,43,212,127,7962,684,4717,494,3245,418,608,235,2637,409,12255,934,4477,537,4346,532,131,77,22,35,109,68,7778,558,4775,555,3003,428,312,134,2691,415
8600000US78725,78725,ZCTA5 78725,7517,1240,4044,722,998,401,953,359,45,70,0,19,45,70,3046,480,2347,421,699,307,133,90,566,307,3473,651,930,346,882,318,48,74,0,19,48,74,2543,388,2128,367,415,200,89,77,326,188
8600000US78726,78726,ZCTA5 78726,14610,1474,7251,924,1896,420,1817,432,79,80,39,67,40,59,5355,697,4326,699,1029,249,644,232,385,215,7359,853,1849,425,1731,431,118,106,41,70,77,84,5510,685,4129,582,1381,398,987,404,394,179
8600000US78727,78727,ZCTA5 78727,28999,1226,14821,753,2844,329,2552,315,292,116,31,37,261,111,11977,638,9038,539,2939,418,1267,275,1672,365,14178,761,2268,374,2040,356,228,118,22,27,206,116,11910,553,9116,484,2794,339,1018,220,1776,352
8600000US78728,78728,ZCTA5 78728,21245,1137,10475,754,2475,522,2406,526,69,52,16,18,53,48,8000,592,6150,537,1850,298,828,222,1022,253,10770,693,1922,410,1787,387,135,93,0,25,135,93,8848,468,6960,496,1888,318,790,215,1098,247
8600000US78729,78729,ZCTA5 78729,29434,1282,15487,821,3076,470,2961,449,115,96,21,34,94,91,12411,792,10732,808,1679,306,715,189,964,257,13947,874,2598,412,2489,394,109,104,19,31,90,100,11349,682,9551,691,1798,306,1000,253,798,198
8600000US78730,78730,ZCTA5 78730,8933,656,4391,454,976,246,961,251,15,24,0,19,15,24,3415,345,2813,306,602,226,407,176,195,143,4542,441,1096,238,1070,236,26,39,26,39,0,19,3446,345,2936,341,510,158,390,142,120,72
8600000US78731,78731,ZCTA5 78731,27447,809,13119,608,2660,338,2571,324,89,81,15,24,74,76,10459,505,8693,498,1766,331,542,173,1224,296,14328,538,2704,304,2479,285,225,128,50,45,175,127,11624,472,10050,490,1574,325,763,176,811,261
8600000US78732,78732,ZCTA5 78732,17762,1121,8624,685,3150,411,3033,415,117,102,61,57,56,89,5474,482,4609,460,865,277,453,194,412,230,9138,712,3240,455,3240,455,0,21,0,21,0,21,5898,427,4670,417,1228,308,699,265,529,213
8600000US78733,78733,ZCTA5 78733,8754,581,4225,334,1395,210,1372,209,23,33,0,19,23,33,2830,220,2366,221,464,105,315,90,149,61,4529,361,1358,180,1318,174,40,27,11,13,29,24,3171,248,2545,211,626,135,447,115,179,69
8600000US78734,78734,ZCTA5 78734,18722,652,8963,431,2164,278,2118,283,46,46,38,38,8,13,6799,331,6047,366,752,201,507,168,245,133,9759,462,1966,314,1927,312,39,39,17,27,22,32,7793,412,6630,383,1163,287,782,271,381,182
8600000US78735,78735,ZCTA5 78735,17919,1040,8769,777,2138,432,2081,405,57,84,0,21,57,84,6631,625,5597,614,1034,205,335,108,699,197,9150,553,2133,296,1998,310,135,109,36,58,99,98,7017,450,5908,437,1109,248,619,189,490,193
8600000US78736,78736,ZCTA5 78736,8199,645,3800,378,758,171,743,174,15,23,15,23,0,19,3042,305,2681,267,361,173,290,163,71,59,4399,408,1025,230,1025,230,0,19,0,19,0,19,3374,332,2952,360,422,157,335,137,87,59
8600000US78737,78737,ZCTA5 78737,15879,753,8023,458,2169,267,2118,259,51,48,1,3,50,49,5854,350,5063,342,791,223,384,116,407,200,7856,407,2272,253,2259,250,13,20,0,21,13,20,5584,262,4953,275,631,168,361,108,270,138
8600000US78738,78738,ZCTA5 78738,15746,599,7697,372,2471,298,2400,297,71,80,8,12,63,81,5226,290,4307,299,919,158,596,159,323,122,8049,465,2052,276,1972,258,80,72,8,13,72,72,5997,329,4980,350,1017,261,737,258,280,104
8600000US78739,78739,ZCTA5 78739,20191,653,10414,443,3790,317,3692,312,98,70,19,30,79,63,6624,330,5594,337,1030,200,643,169,387,154,9777,437,2899,341,2737,330,162,92,25,40,137,83,6878,295,5787,277,1091,164,599,168,492,151
8600000US78741,78741,ZCTA5 78741,52307,1891,28745,1619,4730,731,4307,707,423,214,57,91,366,189,24015,1510,16793,1298,7222,998,1381,388,5841,877,23562,1231,4976,616,4564,591,412,196,32,51,380,187,18586,919,13641,872,4945,656,1306,285,3639,563
